tracking.object_id_x,tracking.object_id_y,joint_responsibility_mean,joint_responsibility_sum,joint_xt_mean,joint_xt_sum,team_name,group_size
277,946,0.8566222300214493,4.2831111501072465,0.026610564022372156,0.1330528201118608,Netherland,5
277,5922,0.8194260022221934,4.91655601333316,0.0022736794019021997,0.013642076411413198,Netherland,6
277,6028,0.7279473523634166,7.279473523634166,0.00666647121271201,0.0666647121271201,Netherland,10
277,7604,0.5905626980007309,1.1811253960014618,0.042590814269052646,0.08518162853810529,Netherland,2
277,8206,0.8900125533303375,0.8900125533303375,0.0020479369877641,0.0020479369877641,Netherland,1
277,11516,0.9467270776331355,5.6803624657988125,0.02897789620564707,0.1738673772338824,Netherland,6
277,11606,0.9421231563126448,13.189724188377026,0.014472907253475557,0.2026207015486578,Netherland,14
277,11630,0.760385267090087,3.801926335450435,0.016167851017462702,0.0808392550873135,Netherland,5
277,12190,1.007938298998184,6.0476297939891035,0.02162615024964078,0.1297569014978447,Netherland,6
277,12218,1.0682697183807663,9.614427465426898,0.019291969142227867,0.1736277222800508,Netherland,9
277,16320,0.8396573095580434,4.198286547790217,0.02797132859524224,0.1398566429762112,Netherland,5
277,22103,0.7314311611215972,0.7314311611215972,0.016144937193067102,0.016144937193067102,Netherland,1
946,5922,1.0179561694373516,8.143649355498813,-0.00032570060316643753,-0.0026056048253315003,Netherland,8
946,6028,0.19229139772777304,0.19229139772777304,0.004679286582942,0.004679286582942,Netherland,1
946,7604,0.8795836348388658,1.7591672696777316,0.042590814269052646,0.08518162853810529,Netherland,2
946,11516,0.9744421403151317,5.84665284189079,0.021707278390667734,0.1302436703440064,Netherland,6
946,11606,1.6101622177609456,3.220324435521891,0.029059380626668796,0.05811876125333759,Netherland,2
946,11630,1.015236449719567,6.091418698317402,0.011031774107267934,0.0661906446436076,Netherland,6
946,12190,0.7490852402864736,6.741767162578262,0.010057884979789386,0.09052096481810448,Netherland,9
946,12218,1.062749910141544,8.501999281132353,0.022013044284067224,0.1761043542725378,Netherland,8
946,12246,1.0791552546452692,1.0791552546452692,0.0182911204729787,0.0182911204729787,Netherland,1
946,16320,1.0532644272940697,6.3195865637644175,0.027112553036644404,0.16267531821986642,Netherland,6
2106,2548,0.8233073555270962,0.8233073555270962,-0.00021866688842300005,-0.00021866688842300005,France,1
2106,7863,0.44643014616333465,0.44643014616333465,0.0059737306962022,0.0059737306962022,France,1
2106,10738,1.2546121476966605,1.2546121476966605,0.0059737306962022,0.0059737306962022,France,1
2106,24466,0.5138004403090527,0.5138004403090527,0.0059737306962022,0.0059737306962022,France,1
2548,3837,0.680869075243627,1.361738150487254,0.009432426881313849,0.018864853762627698,France,2
2548,10738,0.7288304228402618,0.7288304228402618,0.0149507442960608,0.0149507442960608,France,1
2548,10916,0.44718802408013836,0.44718802408013836,0.0149507442960608,0.0149507442960608,France,1
2548,12654,0.9259690616478218,0.9259690616478218,0.0149507442960608,0.0149507442960608,France,1
2548,14397,1.2751611564253063,1.2751611564253063,0.0149507442960608,0.0149507442960608,France,1
2548,14407,0.12962588204176073,0.12962588204176073,0.0039141094665669,0.0039141094665669,France,1
2548,24466,0.9820652313865206,0.9820652313865206,0.0149507442960608,0.0149507442960608,France,1
3837,7017,1.1224063328068898,4.489625331227559,0.0008399305504011249,0.0033597222016044995,France,4
3837,7387,1.1588828927388362,4.635531570955345,0.00223191170840275,0.008927646833611,France,4
3837,7863,0.9590085648894027,6.713059954225819,0.00765168828442307,0.05356181799096149,France,7
3837,10082,1.4017942998018138,1.4017942998018138,-0.007429996847152901,-0.007429996847152901,France,1
3837,10738,1.138361172310241,5.691805861551205,0.0123002167010216,0.061501083505107995,France,5
3837,10916,0.986440148529891,0.986440148529891,0.0149507442960608,0.0149507442960608,France,1
3837,12654,1.4652211860975743,1.4652211860975743,0.0149507442960608,0.0149507442960608,France,1
3837,14397,1.8144132808750588,1.8144132808750588,0.0149507442960608,0.0149507442960608,France,1
3837,14407,0.6075330145440865,2.430132058176346,0.0010626607820704496,0.0042506431282817985,France,4
3837,24466,0.9295089332715566,3.7180357330862264,0.01480812322147105,0.0592324928858842,France,4
3837,31930,0.7760166663745373,2.328049999123612,0.014815901991106698,0.044447705973320095,France,3
3837,33512,1.0234632732608098,2.0469265465216195,0.020502960080309548,0.041005920160619096,France,2
4777,7017,0.7006701092417974,2.102010327725392,0.057208255778692936,0.17162476733607882,France,3
4777,7387,1.2983206116871142,1.2983206116871142,0.0760537725662074,0.0760537725662074,France,1
4777,7863,0.7222548792793021,2.8890195171172084,0.08109661265662725,0.324386450626509,France,4
4777,10082,0.7286126213844213,1.4572252427688426,0.07416231076249195,0.1483246215249839,France,2
4777,10738,0.8535414028608026,3.4141656114432104,0.0628267178532417,0.2513068714129668,France,4
4777,10916,0.9656226350182282,1.9312452700364564,0.07416231076249195,0.1483246215249839,France,2
4777,14407,0.787501957358889,3.150007829435556,0.0568409727728078,0.2273638910912312,France,4
4777,24466,0.6493333593509901,2.5973334374039605,0.0568409727728078,0.2273638910912312,France,4
5922,6028,0.8776278082253319,1.7552556164506639,0.00141516114337635,0.0028303222867527,Netherland,2
5922,7604,0.9877815194504118,0.9877815194504118,0.050966243387983196,0.050966243387983196,Netherland,1
5922,11516,1.3318514424928405,2.663702884985681,0.033027865371853746,0.06605573074370749,Netherland,2
5922,11606,0.7164309159058866,2.1492927477176598,0.01954424668271353,0.05863274004814059,Netherland,3
5922,11630,0.9575000724538595,11.490000869446314,0.00586070221128645,0.0703284265354374,Netherland,12
5922,12190,0.7955098065507672,3.977549032753836,-0.0017790308288280002,-0.008895154144140001,Netherland,5
5922,12218,0.8448152425374438,4.224076212687219,0.016076313162388597,0.08038156581194299,Netherland,5
5922,16320,0.8872322737248708,1.7744645474497416,0.01852133774673175,0.0370426754934635,Netherland,2
6028,8206,0.46630548929356647,0.9326109785871329,0.00265530998868865,0.0053106199773773,Netherland,2
6028,11516,1.2276948964605734,1.2276948964605734,0.050777769136649296,0.050777769136649296,Netherland,1
6028,11606,0.6624017755432591,4.636812428802814,0.014561278546051243,0.1019289498223587,Netherland,7
6028,11630,0.17937008305113256,0.17937008305113256,0.0038722537684766,0.0038722537684766,Netherland,1
6028,12190,0.8616317645244266,12.924476467866398,0.004196477215935613,0.0629471582390342,Netherland,15
6028,12218,1.0314002396053095,1.0314002396053095,0.050777769136649296,0.050777769136649296,Netherland,1
6028,16320,0.8636302509906119,0.8636302509906119,0.050777769136649296,0.050777769136649296,Netherland,1
6028,20191,0.7062174034491924,0.7062174034491924,0.0032626829896132,0.0032626829896132,Netherland,1
7017,7387,1.1124778734530791,3.3374336203592376,0.0278005686007546,0.0834017058022638,France,3
7017,7863,1.2002330406590704,4.800932162636282,0.0356454833263594,0.1425819333054376,France,4
7017,10082,0.9452310779856048,7.561848623884838,0.022972238271316964,0.18377790617053572,France,8
7017,10738,1.1096238879715308,5.548119439857654,0.03734971529941378,0.18674857649706889,France,5
7017,10916,1.343474168084764,2.686948336169528,0.07416231076249195,0.1483246215249839,France,2
7017,14407,1.070119294109739,8.560954352877912,0.02618536761307225,0.209482940904578,France,8
7017,24466,0.9408993612571905,4.7044968062859525,0.0375745467497961,0.1878727337489805,France,5
7017,31930,1.1315630150128075,6.789378090076845,-0.0005908154904668005,-0.0035448929428008027,France,6
7017,33512,0.7296510069716244,1.4593020139432489,-0.0035769129843562994,-0.007153825968712599,France,2
7387,7863,1.4269592637920092,7.134796318960046,0.018363226338102202,0.091816131690511,France,5
7387,10082,1.5098795818805157,3.0197591637610315,0.03745122118169105,0.0749024423633821,France,2
7387,10738,1.0418292588652949,4.1673170354611795,0.029274760890286924,0.1170990435611477,France,4
7387,10916,1.1987593563159378,2.3975187126318755,0.03745122118169105,0.0749024423633821,France,2
7387,14407,1.8379366566955233,1.8379366566955233,0.0760537725662074,0.0760537725662074,France,1
7387,24466,1.343888733164831,1.343888733164831,0.0760537725662074,0.0760537725662074,France,1
7387,31930,1.1995994948514093,1.1995994948514093,0.0016873086276066001,0.0016873086276066001,France,1
7387,33512,0.9838258973633951,1.9676517947267902,0.0034878853949880505,0.006975770789976101,France,2
7604,11516,1.122599949766746,5.61299974883373,0.06677312025152209,0.33386560125761044,Netherland,5
7604,11606,0.8903398278449328,3.5613593113797313,0.07462926737036721,0.29851706948146883,Netherland,4
7604,11630,0.6387547298122069,0.6387547298122069,0.0353485317761416,0.0353485317761416,Netherland,1
7604,12190,0.40026533560020006,0.8005306712004001,0.042590814269052646,0.08518162853810529,Netherland,2
7604,12218,0.8391089423796279,3.3564357695185114,0.051840715168836725,0.2073628606753469,Netherland,4
7604,16320,0.9291579770268452,3.716631908107381,0.0707248394674068,0.2828993578696272,Netherland,4
7863,10082,1.1683830838816414,3.5051492516449243,0.04696487489261034,0.140894624677831,France,3
7863,10738,1.0987669228186792,13.18520307382415,0.02507438087325697,0.30089257047908363,France,12
7863,10916,1.1633622703405173,3.490086811021552,0.04716634266935474,0.14149902800806421,France,3
7863,14407,1.1115094363169913,3.334528308950974,0.04696487489261034,0.140894624677831,France,3
7863,24466,0.6898351274951345,4.139010764970807,0.033096683468501586,0.19858010081100952,France,6
7863,31930,1.2334262930600928,6.167131465300464,0.017644967174214238,0.08822483587107119,France,5
7863,33512,1.4389545626389313,2.8779091252778626,0.020502960080309548,0.041005920160619096,France,2
8206,11606,0.11948624656434192,0.11948624656434192,0.0032626829896132,0.0032626829896132,Netherland,1
8206,20191,0.6699739256302684,1.3399478512605367,6.201465218724994e-05,0.0001240293043744999,Netherland,2
10082,10738,1.3011682338859678,3.903504701657903,0.04696487489261034,0.140894624677831,France,3
10082,10916,1.1903433814083133,3.57103014422494,0.049057763774052875,0.14717329132215862,France,3
10082,14407,1.1076447936969667,14.399382318060567,0.02330579251748281,0.3029753027272765,France,13
10082,24466,0.8190813265351522,4.095406632675761,0.03270134199406912,0.1635067099703456,France,5
10082,31930,0.9486922830990178,2.846076849297053,0.005190072877116665,0.015570218631349997,France,3
10738,10916,1.2672642246375296,3.8017926739125887,0.05442512194034824,0.1632753658210447,France,3
10738,12654,1.0052529704034294,1.0052529704034294,0.0149507442960608,0.0149507442960608,France,1
10738,14397,1.354445065180914,1.354445065180914,0.0149507442960608,0.0149507442960608,France,1
10738,14407,1.2538747694658168,5.015499077863267,0.0411431469844714,0.1645725879378856,France,4
10738,24466,0.9752871795828771,8.777584616245894,0.028076525763731146,0.2526887318735803,France,9
10738,31930,0.9469658082947565,0.9469658082947565,0.0393186115330125,0.0393186115330125,France,1
10738,33512,1.2962941888829647,1.2962941888829647,0.0393186115330125,0.0393186115330125,France,1
10916,12654,0.723610571643306,0.723610571643306,0.0149507442960608,0.0149507442960608,France,1
10916,14397,1.0728026664207904,1.0728026664207904,0.0149507442960608,0.0149507442960608,France,1
10916,14407,1.4162731759925706,2.8325463519851413,0.07416231076249195,0.1483246215249839,France,2
10916,24466,0.9458590312236906,2.837577093671072,0.05442512194034824,0.1632753658210447,France,3
10916,31930,0.5628710014706066,0.5628710014706066,-0.0007468514162006002,-0.0007468514162006002,France,1
11516,11606,1.2662796857281526,11.396517171553374,0.04674106978175986,0.42066962803583874,Netherland,9
11516,11630,0.8047736469394763,2.414320940818429,0.022130997864502067,0.0663929935935062,Netherland,3
11516,12190,0.8757808654707917,2.627342596412375,0.045319799224918196,0.1359593976747546,Netherland,3
11516,12218,1.1256126692419044,9.004901353935235,0.04221973233748179,0.3377578586998543,Netherland,8
11516,12246,1.1034828685561722,1.1034828685561722,0.06434567417739931,0.06434567417739931,Netherland,1
11516,16320,1.0548024516092773,10.548024516092774,0.04646520839617605,0.4646520839617605,Netherland,10
11516,20191,0.889601785819725,1.77920357163945,0.007702384022552451,0.015404768045104902,Netherland,2
11516,22103,0.8894569066338482,1.7789138132676965,0.038247990813403555,0.07649598162680711,Netherland,2
11606,11630,0.10840936083964725,0.10840936083964725,0.0150894873557243,0.0150894873557243,Netherland,1
11606,12190,1.1290133998640461,5.645066999320231,0.02607216984055762,0.1303608492027881,Netherland,5
11606,12218,0.8681751058529215,7.813575952676293,0.032929227864077946,0.2963630507767015,Netherland,9
11606,16320,0.8812275792031888,4.406137896015944,0.06268361651717184,0.31341808258585924,Netherland,5
11606,20191,0.6373561157604871,0.6373561157604871,0.0032626829896132,0.0032626829896132,Netherland,1
11606,22103,1.0906636549600952,2.1813273099201904,0.021837820669658302,0.043675641339316604,Netherland,2
11630,12190,0.4585277888134177,0.4585277888134177,0.0353485317761416,0.0353485317761416,Netherland,1
11630,12218,1.1334560489998695,6.800736293999217,0.020469155290939466,0.1228149317456368,Netherland,6
11630,12246,1.0490067489884678,3.147020246965403,0.010486106639666199,0.0314583199189986,Netherland,3
11630,16320,0.9576620171589851,6.703634120112896,0.0183159620296728,0.1282117342077096,Netherland,7
11630,22103,0.8003601645646522,0.8003601645646522,0.0029548235493758006,0.0029548235493758006,Netherland,1
12190,12218,0.8671838804357176,4.335919402178588,0.03202079845528144,0.1601039922764072,Netherland,5
12190,16320,0.5705828542035339,1.7117485626106017,0.045319799224918196,0.1359593976747546,Netherland,3
12218,12246,1.083085374530536,1.083085374530536,0.0182911204729787,0.0182911204729787,Netherland,1
12218,16320,1.1309981171041326,9.04798493683306,0.03537746671041413,0.283019733683313,Netherland,8
12229,12246,0.46425605985125173,0.46425605985125173,0.006164317217341999,0.006164317217341999,Netherland,1
12229,16320,1.434882032033554,1.434882032033554,0.0219475049205841,0.0219475049205841,Netherland,1
12229,20191,0.7345377761674896,0.7345377761674896,0.010665367887547902,0.010665367887547902,Netherland,1
12229,22103,0.8502431163160415,0.8502431163160415,0.010665367887547902,0.010665367887547902,Netherland,1
12246,16320,1.4407117973285644,1.4407117973285644,0.06434567417739931,0.06434567417739931,Netherland,1
12246,22103,1.0432200116224584,2.0864400232449167,0.03365024886338756,0.06730049772677511,Netherland,2
12654,14397,1.551583703988474,1.551583703988474,0.0149507442960608,0.0149507442960608,France,1
12654,24466,1.2584877789496882,1.2584877789496882,0.0149507442960608,0.0149507442960608,France,1
14397,24466,1.6076798737271727,1.6076798737271727,0.0149507442960608,0.0149507442960608,France,1
14407,24466,0.9154596879162922,6.408217815414045,0.03536649556846321,0.2475654689792425,France,7
16320,22103,0.820288697105209,0.820288697105209,0.06434567417739931,0.06434567417739931,Netherland,1
20191,22103,0.8115537747889343,0.8115537747889343,0.010665367887547902,0.010665367887547902,Netherland,1
24466,31930,0.4735301852788491,0.9470603705576982,0.02898854267520875,0.0579770853504175,France,2
24466,33512,1.0345143656721438,1.0345143656721438,0.0393186115330125,0.0393186115330125,France,1
31930,33512,1.0685410085156453,4.274164034062581,0.0121314331379324,0.0485257325517296,France,4
